"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Selected poetry","","014595408","Monograph","Language material ; Text","Volume","GBA858666","","9780199536887","Wordsworth, William","1770-1850","person","","Gill, Stephen Charles [person] ; Wordsworth, William, 1770-1850 [person] ; Wu, Duncan [person]","Oxford world's classics","","England","Oxford","Oxford University Press","2008","New edition, edited with an introduction and notes by Stephen Gill and Duncan Wu","xviii, 252 pages, 20 cm","821.7","","","","English","This edition originally published: 1994",""
"Selected poetry","Works. Selections","011933772","Monograph","Language material ; Text","Volume","GB9234599","","9780140586619","Wordsworth, William","1770-1850","person","","Roe, Nicholas [person] ; Wordsworth, William, 1770-1850 [person]","Penguin poetry library","","England","London","Penguin","1992","","xx, 311 pages, 20 cm","821.7","YC.1992.a.2126","English poetry","","English","Includes index",""
"Selected poetry","Works. Selections","011942873","Monograph","Language material ; Text","Volume","GB9739730","","9780192832801","Wordsworth, William","1770-1850","person","","Gill, Stephen, 1941- [person] ; Wordsworth, William, 1770-1850 [person] ; Wu, Duncan [person]","The world's classics","","England","Oxford","Oxford University Press","1997","","xviii, 252 pages, 20 cm","821.7","YK.1997.a.3739","","","English","bibliography : p246-249. _ Includes index",""
"Selected prose","","011931806","Monograph","Language material ; Text","Volume","GB8852791","","9780140432923","Wordsworth, William","1770-1850","person","","Hayden, John O. (John Olin), 1932- [person] ; Wordsworth, William, 1770-1850 [person]","Penguin classics","","England","Harmondsworth","Penguin","1988","","xiii, 513 pages, 20 cm","828.708","YC.1988.a.10462","Prose in English--1800-1837--Texts","","English","",""
"Selections : Preceded by Lowell's essay on Wordsworth","","012823851","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Cotterill, H. B. [person] ; Wordsworth, William, 1770-1850 [person]","","","","","Macmillan","1904","","","821.7","821.7 *5272*","","","English","",""
"Selections and Extracts","Collections. II. Poetry. Smaller Collections ; Select poems from Wordsworth and Tennyson ... Edited with brief notes by W. J. Alexander","003976989","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Tennyson, Alfred Tennyson, Baron, 1809-1892 [person] ; Alexander, William John [person]","The Copp Clark literature series","","","Toronto","Copp, Clark","1914","","iv, 113 pages, plates, 18 cm","","11604.eee.30","","","","",""
"Selections from Woodsworth","","012823849","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; George, A. J. [person]","","","United States of America","Bostob","D. C. Heath","1889","","","","W12/9796","","","English","",""
"Selections from Wordsworth","","002920932","Monograph","Language material ; Text","Volume","","","","Pinion, F. B.","","person","","Pinion, F. B. [person]","Notes on Chosen English Texts","","England","London","James Brodie","1949","","80 pages (8°)","","W.P.C.589/55","Wordsworth, William, 1770-1850","","English","Notes on Wordsworth and on a selection from his poetry",""
"Selections from Wordsworth","","002920934","Monograph","Language material ; Text","Volume","","","","Pinion, F. B.","","person","","Pinion, F. B. [person]","Notes on Chosen English Texts","","England","Bath","James Brodie","1964","Revised edition","90 pages (8°)","","W.P.C.589/133","Wordsworth, William, 1770-1850","","English","",""
"Selections from Wordsworth","","010294586","Monograph","Language material ; Text","Volume","GB5806802","","","Pinion, F. B.","","person","","Pinion, F. B. [person]","Notes on chosen English texts","","England","London","James Brodie","1958","","81 pages, 19 cm","821.7","W.P.C.589/91","Wordsworth, William, 1770-1850","","English","",""
"Selections from Wordsworth","","012823850","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Knight, William [person] ; Wordsworth, William, 1770-1850 [person]","","","England","London","Kegan Paul, Trench","1889","","","","X19/3824","","","English","",""
"Selections from Wordsworth","","012823854","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Somervell, D. C. (David Churchill), 1885-1965 [person] ; Wordsworth, William, 1770-1850 [person]","Kings treasuries of literature","","","","Dent","1942","","","","X19/2630","","","English","",""
"Selections from Wordsworth","","013990269","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","","","","1966","","","","X27/6528","","","English","",""
"Selections from Wordsworth","","013990270","Monograph","Language material ; Text","Volume","","","9780423743609","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Evans, Sir Ifor [person]","","","","","Methuen","1982","11 revised edition, edition by Sir Ifor Evans","","","W55/8153","","","English","",""
"Selections from Wordsworth","Collections. II. Poetry. Smaller Collections","003976937","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","","","","","","","","11603.bb.36","","","","",""
"Selections from Wordsworth","Collections. II. Poetry. Smaller Collections","003976981","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Langham booklets","","England","London","Siegle, Hill","1910","","80 pages, 95 mm","","944.b.36","","","","",""
"Selections from Wordsworth's poems. With notes for teachers and scholars","Collections. II. Poetry. Smaller Collections","003976910","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Allman's English classics for elementary schools","number 11 [Allman's English classics for elementary schools]","England","London","T. J. Allman","1874","","32 pages, 16 cm","","12205.cc.8/25","","","","",""
"Selections from Wordsworth, etc","Collections. II. Poetry. Smaller Collections","003977014","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","A little treasury of poetry and art","","England","London ; Sheldon Press","","1932","","31, pages, illustrations, 14 cm","","11609.ee.13","","","","",""
"Selections from Wordsworth, with a brief sketch of his life","Collections. II. Poetry. Smaller Collections","003976924","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","United States of America","Cincinnati","R. Clarke","1886","","40 pages (8°)","","11602.e.38. (2.)","","","","",""
"Selections from Wordsworth, with a brief sketch of his life","Collections. II. Poetry. Smaller Collections","014861161","Monograph","Language material ; Text","Online resource","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","United States of America","Cincinnati","R. Clarke","1886","","40 pages (8°)","","Digital Store 11602.e.38. (2.)","","","English","",""
"Selections from Wordsworth. An introduction to romance in literature. By [i.e. edited, with an introduction, by] Adam Fox","Collections. II. Poetry. Smaller Collections","003976978","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Fox, Adam [person]","","","England","Alston Rivers ; London","","1909","","vi, 216 pages, 19 cm","","11644.eeee.57","","","","",""
"Selections from Wordsworth. By William Knight and other members of the Wordsworth Society. With preface and notes","Collections. II. Poetry. Smaller Collections","003976926","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Knight, William Angus [person]","","","England","Colorado ; Kegan Paul, Trench ; London","","1888","","xxiv, 309 pages, plates, portraits, 21 cm","","11612.e.17","","","English","",""
"Selections from Wordsworth. By William Knight and other members of the Wordsworth Society. With preface and notes","Collections. II. Poetry. Smaller Collections","014832542","Monograph","Language material ; Text","Online resource","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Knight, William Angus [person]","","","England","London","Kegan Paul, Trench","1888","","xxiv, 309 pages, plates, portraits, 21 cm","","Digital Store 11612.e.17","","","English","",""
"Selections from Wordsworth. Edited by D. C. Somervell","Collections. II. Poetry. Smaller Collections","003976999","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Somervell, D. C. (David Churchill), 1885-1965 [person] ; Wordsworth, William, 1770-1850 [person]","The king's treasuries of literature","","England ; United States of America","London ; New York ; Toronto","E. P. Dutton ; J M Dent","1921","","254 pages, portraits, 16 cm","","012207.aaa.1/163","","","","",""
"Selections from Wordsworth. Edited with introduction and notes by W. T. Webb","Collections. II. Poetry. Smaller Collections","003976944","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Webb, W. T. (William Trego), 1847-1934 [person] ; Wordsworth, William, 1770-1850 [person]","","","England","London","Macmillan","1897","","xlix, 215 pages, 18 cm","","11611.c.32","","","English","",""
"Selections from Wordsworth. Edited with notes and an introduction by Philip Wayne","Collections. II. Poetry. Smaller Collections","003977013","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Wayne, Philip Arthur [person]","Selected English classics","","England","London","Ginn","1932","","xxxix, 200 pages, portraits, 17 cm","","012213.h.4/14","","","","",""
"Selections from Wordsworth. Poetry and prose. Edited with an introduction by B. Ifor Evans","Collections. IV. Poetry and Prose","003977067","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Evans, B. Ifor (Benjamin Ifor), 1899-1982 [person]","","","England","London","Methuen","1935","","ix, 217 pages, 18 cm","","11655.a.37","","","","",""
"Selections from Wordsworth. Preceded by Lowell's Essay on Wordsworth and annotated by H. B. Cotterill","Collections. II. Poetry. Smaller Collections","003976961","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Cotterill, Henry Bernard [person]","","","England ; United States of America","London ; Macmillan, Colorado ; New York","Macmillan","1904","","xli, 83 pages, 18 cm","","11644.eee.68","","","","",""
"Selections from Wordsworth. With notes by A. J. George","Collections. II. Poetry. Smaller Collections","003976928","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; George, Andrew Jackson, 1855-1907 [person]","","","","","Boston ; D. C. Heath","1889","","xx, 434 pages, 19 cm","","11612.df.13","","","","",""
